source_url,action,target_url,reason,clicks_90d,impressions_90d,position_90d,confidence
https://zqremovalsadelaide.com.au/adelaide-moving-guides/removalists-cost-adelaide/,301,https://zqremovalsadelaide.com.au/removalists-adelaide-prices/,Cost/price cluster — 23 pages competing for one intent — highest-click page in cluster; confirm link profile before folding,6,1679,21.92,CHECK-BACKLINKS
https://zqremovalsadelaide.com.au/budget-removalists-adelaide/,301,https://zqremovalsadelaide.com.au/removalists-adelaide-prices/,Cost/price cluster — 23 pages competing for one intent,0,912,23.02,high
https://zqremovalsadelaide.com.au/removalist-cost-adelaide/,301,https://zqremovalsadelaide.com.au/removalists-adelaide-prices/,Cost/price cluster — 23 pages competing for one intent,0,738,54.37,high
https://zqremovalsadelaide.com.au/cheap-removalists-adelaide/,301,https://zqremovalsadelaide.com.au/removalists-adelaide-prices/,Cost/price cluster — 23 pages competing for one intent,0,436,45.42,high
https://zqremovalsadelaide.com.au/removal-companies-adelaide/,301,https://zqremovalsadelaide.com.au/removalists-adelaide/,Generic-synonym cluster,1,397,26.44,high
https://zqremovalsadelaide.com.au/moving-quotes-adelaide/,301,https://zqremovalsadelaide.com.au/removalists-adelaide-prices/,Cost/price cluster — 23 pages competing for one intent,1,370,26.34,high
https://zqremovalsadelaide.com.au/cheap-vs-fixed-price-removalists-adelaide/,301,https://zqremovalsadelaide.com.au/removalists-adelaide-prices/,Cost/price cluster — 23 pages competing for one intent,2,312,43.57,high
https://zqremovalsadelaide.com.au/adelaide-movers-and-packers/,301,https://zqremovalsadelaide.com.au/packing-services-adelaide/,Packing cluster,2,191,24.82,high
https://zqremovalsadelaide.com.au/fixed-price-removalists-adelaide/,301,https://zqremovalsadelaide.com.au/removalists-adelaide-prices/,Cost/price cluster — 23 pages competing for one intent,3,149,10.93,high
https://zqremovalsadelaide.com.au/fixed-price-vs-hourly-removalists-adelaide/,301,https://zqremovalsadelaide.com.au/removalists-adelaide-prices/,Cost/price cluster — 23 pages competing for one intent,0,126,60.66,high
https://zqremovalsadelaide.com.au/adelaide-moving-guides/northern-suburbs-moving-adelaide/,301,https://zqremovalsadelaide.com.au/removalists-northern-adelaide/,Regional duplicate,0,120,26.31,high
https://zqremovalsadelaide.com.au/adelaide-to-queensland-removals/,301,https://zqremovalsadelaide.com.au/interstate-removals-adelaide/,Interstate cluster,0,93,65.52,high
https://zqremovalsadelaide.com.au/professional-packers-vs-diy-packing-adelaide/,301,https://zqremovalsadelaide.com.au/packing-services-adelaide/,Packing cluster,0,91,59.9,high
https://zqremovalsadelaide.com.au/apartment-removalists-queens-park/,301,https://zqremovalsadelaide.com.au/apartment-removalists-adelaide/,Service x suburb matrix page,0,87,16.01,high
https://zqremovalsadelaide.com.au/office-removalists-adelaide/,301,https://zqremovalsadelaide.com.au/office-removals-adelaide/,Office cluster,0,85,34.93,high
https://zqremovalsadelaide.com.au/removalists-adelaide-quote/,301,https://zqremovalsadelaide.com.au/removalists-adelaide-prices/,Cost/price cluster — 23 pages competing for one intent,0,72,46.39,high
https://zqremovalsadelaide.com.au/moving-company-adelaide/,301,https://zqremovalsadelaide.com.au/removalists-adelaide/,Generic-synonym cluster,0,65,9.43,high
https://zqremovalsadelaide.com.au/adelaide-moving-guides/apartment-lift-bookings-adelaide/,301,https://zqremovalsadelaide.com.au/apartment-removalists-adelaide/,Apartment cluster,1,59,8.53,high
https://zqremovalsadelaide.com.au/adelaide-moving-guides/coastal-moving-access-adelaide/,301,https://zqremovalsadelaide.com.au/removalists-southern-adelaide/,Regional duplicate,0,52,9.1,high
https://zqremovalsadelaide.com.au/adelaide-moving-guides/last-minute-moving-adelaide/,301,https://zqremovalsadelaide.com.au/same-day-removalists-adelaide/,Urgency cluster,0,51,10.45,high
https://zqremovalsadelaide.com.au/adelaide-to-smithfield-nsw-removalists/,301,https://zqremovalsadelaide.com.au/interstate-removals-adelaide/,Interstate cluster,0,48,5.54,high
https://zqremovalsadelaide.com.au/adelaide-moving-guides/moving-heavy-furniture-adelaide/,301,https://zqremovalsadelaide.com.au/furniture-removalists-adelaide/,Furniture cluster,1,47,8.36,high
https://zqremovalsadelaide.com.au/removalists-prospect/,301,https://zqremovalsadelaide.com.au/removalists-adelaide/,Low-value suburb page (45 impr) -> unmapped hub,1,45,12.67,VERIFY-GEO
https://zqremovalsadelaide.com.au/apartment-removals-adelaide/,301,https://zqremovalsadelaide.com.au/apartment-removalists-adelaide/,Apartment cluster,0,45,11.27,high
https://zqremovalsadelaide.com.au/removalists-toorak-gardens/,301,https://zqremovalsadelaide.com.au/removalists-adelaide/,Low-value suburb page (44 impr) -> unmapped hub,0,44,7.89,VERIFY-GEO
https://zqremovalsadelaide.com.au/adelaide-moving-guides/when-to-book-packing-services-adelaide/,301,https://zqremovalsadelaide.com.au/packing-services-adelaide/,Packing cluster,0,42,21.17,high
https://zqremovalsadelaide.com.au/removalists-port-adelaide/,301,https://zqremovalsadelaide.com.au/removalists-adelaide/,Low-value suburb page (39 impr) -> unmapped hub,0,39,19.69,VERIFY-GEO
https://zqremovalsadelaide.com.au/office-removals-modbury/,301,https://zqremovalsadelaide.com.au/office-removals-adelaide/,Service x suburb matrix page,0,36,16.58,high
https://zqremovalsadelaide.com.au/office-removals-oaklands-park/,301,https://zqremovalsadelaide.com.au/office-removals-adelaide/,Service x suburb matrix page,0,35,62.09,high
